"calc1","vetorial","lpt","p1","ic","lp1","calc2","md","p2","classica","lp2","grafos","cra"
6.3,7.1,8.8,6,8,6,NA,7.5,7,7,7.7,7.3,7.18072289156626
6.4,7.3,7.5,8.3,8.7,9.2,NA,6,7.8,8.9,7.6,7.5,5.76396396396396
7.5,7.2,6.8,5.6,8.7,5.2,NA,9.1,7.1,8.6,8.5,7,6.55052631578947
7.5,5.4,7.7,7,8.5,8.3,NA,6.7,7,5.4,7.3,5.6,6.49032258064516
5,5.3,7,5.8,7.5,6.2,NA,7.4,7.3,5.2,5,5.2,5.86931818181818
5.3,7.1,9.5,9.1,8,7.8,5,6.5,8.1,7,9.2,8.2,7.43483146067416
9.5,6.4,8.5,5,7.5,7,5.4,5,6.7,5,8.2,5.1,7.05955056179775
6.8,7.2,7.6,5.6,7.4,7.1,NA,8,6.7,6.3,7.8,8.6,7.43493975903615
7.5,8.6,8.5,9.4,9.8,9.2,NA,8.9,9.5,8.7,9.4,8.6,8.77839506172839
6.4,5,7.1,7.7,7.3,8.3,NA,5.1,7,5.1,7.7,5.1,6.68089887640449
6.3,7.8,NA,5.1,7,5.2,NA,5,6.9,5,7,7,7.07012987012987
7.2,7.4,7.75,5.7,7,6,5.2,5.8,7.9,6.8,9.4,7,6.81034482758621
NA,5,NA,NA,NA,NA,7,NA,NA,6,NA,8.1,7.45909090909091
7,7.3,9,7,8.4,7,NA,6.2,7,6,7.7,5.3,7.2
5.8,7,7,7.7,8.5,8,NA,6.3,7.6,5.3,8.1,5.3,7.31647058823529
7.5,5.8,8.3,6.4,7.7,6.7,NA,5.6,8.9,5,8.4,7,7.19277108433735
8.3,6.8,9.3,5,7.2,5.4,5,6.6,8.7,6.4,8.4,7,7.58235294117647
7.3,8.8,9.6,7.7,9,7,5.7,5.4,7.4,7,9.2,7,7.59294117647059
5.1,8.4,9.6,7.8,8.4,8.2,5.6,7,7.3,7,9.1,8,6.84395604395604
NA,7.1,NA,NA,NA,NA,6.1,NA,NA,7,NA,7.5,7.56415094339623
7,5.6,9.1,8.5,8.8,9.1,5,7.3,8.4,7,9.5,9.3,7.92352941176471
7.8,9.2,8.8,9,8.2,9.3,NA,9,9.1,8,9.5,7.5,8.24074074074074
7.6,7,7,8.7,7.5,7.1,NA,7.3,5.3,6.2,6.6,7.5,7.46235294117647
6.7,8.7,9.4,8.4,9.4,8.5,NA,7.3,9.7,8.4,8.7,8.6,8.35180722891566
NA,6.4,7.6,7.4,7,7.8,NA,6.2,8.3,5.8,8.6,6.1,8.19240506329114
5.8,7.9,8.3,8.2,9,9,NA,8.1,7,7.5,8.5,7.8,8.14567901234568
5.4,5.5,9,8.5,9.3,8.6,5.9,5.2,8.2,7.2,9.5,6.3,7.44022988505747
7,7.5,9,7.8,7.1,9.3,NA,5,6.1,7.3,8.4,7.7,7.83012345679012
7,7.2,7.8,5,8.6,9.2,NA,7,7.8,7.1,9,5,7.08735632183908
6.3,8.5,6.2,7,7.6,7,NA,5.6,5.7,5,9.2,5.4,6.48461538461538
9.4,9,8.1,8.8,9.1,9.6,NA,7,8.8,7,9.4,7,7.14183908045977
8.4,9.3,8.6,8.2,8.4,8.9,NA,8.5,9.4,8.1,9.4,8.1,8.52049382716049
NA,7.6,NA,NA,NA,NA,NA,7.1,8.6,7.3,9,8.9,8.32676056338028
7.8,7.3,8.2,7.5,8,7.3,NA,6,5,7.8,5.9,6,6.84315789473684
7.5,7.7,9.5,8.6,8.5,7.8,8,8.1,9.3,7,9.3,7.7,8.27058823529412
6,7.4,7.6,7.6,8,7.4,NA,9,7,5.2,8.7,7,7.26385542168675
5.9,8.1,8,6.2,8.4,6.7,5.7,7.9,7.9,8.7,8,7,7.79647058823529
8.2,7.6,10,8.7,7.9,8.3,NA,5.9,8.5,7,9.4,8.2,7.65862068965517
7.2,8.7,8.7,8.9,9.5,8.5,NA,7.5,8,7.3,8.6,7.7,8.46543209876543
8.8,8.5,9,9.1,7.3,9.4,NA,5.9,5.3,7.6,8.6,8.5,7.69950617283951
8.8,5.7,8.3,6.6,7,7,5.1,5.5,6,7,8.5,5,4.87446808510638
7.5,9.5,8.8,9,8.9,8.4,NA,9.6,7.8,9.3,8.1,7.9,8.35731707317073
7.3,8.4,9,9.4,9.2,9.9,NA,7,7,5.7,8.8,7.4,8.19259259259259
5.9,6,8.6,7.7,7.9,8.3,NA,5.5,7.9,7.9,8.4,5,6.6505376344086
10,8.8,9.7,9.3,8.9,9.5,NA,7.6,8.4,5.5,9.1,8.5,8.18518518518519
7.2,7.3,7.6,7.9,7.7,7.8,6.1,7,7.8,7.5,9,7.6,7.49540229885057
NA,9.3,NA,NA,NA,NA,7.5,NA,NA,9.2,NA,9.2,8.7969696969697
7,5.3,8.5,8.1,7.3,5.6,5,5.2,6.4,5,5,8.3,6.78314606741573
5,5,5,6,7,8.6,NA,7,7.2,6,8.3,5.9,5.53378378378378
5.1,7.2,9.3,7.7,7.6,9.4,NA,5.4,8.4,7.8,9.2,8.4,7.83901234567901
5.3,6,8,9,8.9,8.8,NA,7,8.5,5.6,8.4,7.4,5.74678899082569
7.2,7.3,7.3,8,7.9,8.3,NA,7.1,7.2,6.5,8.3,7.4,7.45060240963855
5,5,7.6,7.4,5.9,8.8,NA,5.7,5,5.5,9.1,6.1,5.83571428571429
7.7,8.8,9.5,10,8.9,10,NA,9.7,8.9,7,9.2,7,8.86385542168675
8.1,7.3,7,5.4,7.7,7.4,NA,5.6,7,8.4,8.4,7.2,7.31929411764706
7.2,6.4,9.1,8.2,8.9,8,5.2,7,8.6,7,9.1,8.6,7.2258064516129
5.3,6.8,8.6,5.7,8.2,7.5,NA,6.6,7,6.4,8.8,6.4,7.26506024096386
NA,7,NA,NA,NA,NA,5.4,NA,NA,8.6,NA,NA,6.21957446808511
7.5,5.5,7.8,6.7,8.9,7.9,NA,8.4,7,7.6,8.3,5.7,7.70864197530864
6.5,8.2,6.2,7.5,9.4,8.5,NA,8.6,7,8,9,9.1,7.61432098765432
7.3,8.2,8,5.3,7,7,NA,6.7,6.3,7.1,8.8,5.9,6.57741935483871
8,10,7.7,7,7.8,7.8,NA,6.9,7.1,5.8,7.8,5.9,6.66122448979592
5.9,5.8,7.5,7.9,7.4,8.1,NA,8.4,6.2,7.5,7.8,6,6.79775280898876
5.1,7,8.9,9.1,9.5,9.4,NA,8,9.5,5.8,8.9,8.4,7.50722891566265
8.3,9.5,9.5,9.1,8.7,9.6,NA,7,8.3,8.3,9.3,9.7,8.81308641975309
8.5,7.2,8.7,7.4,9.2,7.6,NA,5,8.5,8.4,8.8,6,7.41851851851852
9.5,8.9,8.8,9.6,8.3,9.8,NA,7.3,9.3,8.8,9.3,8.9,8.52839506172839
7.7,7.2,9.3,9.45,9,9.45,NA,7.3,8.5,6.4,7.7,8,7.92345679012346
5.1,5.2,7.7,9,7.2,9.2,NA,7.2,9,5,8.6,5.4,6.50340909090909
5,5.8,7,8,7.2,9,5,8.4,8.6,5.3,9.2,7.5,7.93373493975904
7.8,8,9.2,7.6,9.8,9.1,6.3,8.1,8.1,8.6,9.2,8.3,8.30941176470588
8.3,8.6,7.8,9.4,9.5,9.5,NA,9.7,9.2,6,9.4,9,8.3358024691358
NA,5.3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7.75625
7.2,5.5,9.7,6.1,9.2,6.2,NA,6.1,8.7,5.9,9,7.8,7.51566265060241
8.2,8.2,8.3,8.4,9,8.9,NA,8,8.8,8,8.9,8.5,8.48888888888889
7.3,7.1,NA,NA,NA,NA,NA,7,NA,5.2,NA,7.1,5.78404255319149
NA,7.6,NA,7,NA,7,NA,7.2,9.2,7.1,9.1,7.6,7.68186666666667
NA,5,NA,NA,NA,NA,5.1,NA,NA,5.5,NA,7.1,6.07246376811594
8.6,7.6,9.6,8.6,9.5,8.6,7.5,9.2,8,7,9.7,8.7,8.43975903614458
5.5,7.9,7,7,8.4,7.9,NA,6.6,7,7,8.8,7.2,7.55180722891566
6.9,7.5,8.4,8.2,7,7.7,NA,7.7,7.9,7,8.2,8.3,5.66017699115044
7,5,8.9,6.7,8.2,7.4,NA,6.1,9.1,7,8.9,6.1,7.64941176470588
5,8,8.2,5.7,9.2,7,NA,7,6,5,6.1,6.1,4.99237288135593
5.1,5,7,6,6.1,7,NA,5,5.7,5,5.6,6.2,5.58828828828829
8.2,8.5,9.6,8.8,8.4,8.5,7,9.3,8.9,8.4,9.3,9.6,8.24705882352941
NA,5,8,7.1,6,7.7,NA,6.1,5.2,7,6.5,5,6.43333333333333
NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,8.2,7.12542372881356
NA,5.7,NA,NA,NA,NA,5.5,NA,NA,5,NA,8.6,5.49
7,8.1,9.5,7,8.1,7.6,NA,7.2,6.2,7.2,8.8,7,7.44320987654321
8.7,7,8,8.3,8.2,8.9,7.5,7.7,9.3,7,9,8.1,7.3685393258427
6.8,5,7.51,7.3,7.3,7.8,NA,5.4,8.5,7,8.3,5.3,6.37893617021277
9.3,9.8,9,8.5,8.3,8.6,NA,6.3,7.9,8.7,9.4,9.2,8.29259259259259
4.5,5.4,7.8,7,5.2,8.4,NA,6.1,7,7.6,9.2,6.2,5.89672897196262
5.9,6.2,7,6.1,7.8,5.6,5.1,5.1,6.3,7.8,8.7,5,6.63493975903615
NA,8.5,NA,NA,NA,NA,7.3,NA,NA,7.2,NA,8.9,8.01492537313433
NA,7.3,NA,NA,NA,NA,5.6,NA,NA,6,NA,8,7.96268656716418
9.3,9.8,7.55,9.7,9.7,9.7,NA,7.8,8.8,7.4,8.7,8.1,8.43132530120482
9.2,6.4,8.4,8,8.7,8.3,NA,7.2,9.5,7,8.3,8.1,8.00963855421687
7.9,8.1,7.1,7.7,8.3,8.4,NA,7,7.4,6.6,8.5,8.1,8.1320987654321
7.2,7.7,7.7,8.3,7.9,8.4,5,5,8.3,7.3,8.9,8.4,8.02235294117647
NA,6.2,NA,7,NA,8.9,5,NA,8,6.7,6.1,7.4,7.24819277108434
NA,7.5,NA,NA,NA,NA,6.7,NA,NA,8.2,NA,8.8,8.23396226415094
5,7.2,7.3,8.1,7.2,7.4,NA,6.6,5.2,7,6,5,6.35494505494505
8.2,7.9,9.1,8.6,9.1,9.9,NA,6.3,8.4,7,9.2,8.9,8.2962962962963
8.7,6.4,8.7,8.1,8.9,8.8,5.2,7.1,9,5,8.2,6.1,7.44252873563218
NA,8.8,NA,NA,NA,NA,2.9,NA,NA,5.3,NA,NA,6.76896551724138
7.2,7.8,9.2,7,8.8,9.3,5.7,6.1,8.1,7,8.8,6.8,7.50117647058824
7.3,7.8,8.6,9.4,8.4,9.4,NA,5.5,8.2,5.4,8.9,7.7,5.31680672268908
5.4,7,9,7,8.6,7.6,NA,7.5,7,5.8,7.8,7.1,7.1183908045977
7,7,5.1,7.4,8.7,9,NA,5,7,5.1,8.1,7.1,6.3
8.3,7.3,8.3,5.8,7.2,5.9,NA,6.1,5.6,8.4,7.8,5.5,5.78888888888889
6.8,5.5,8.2,7.1,8.9,7.8,5.3,5.2,7.1,7.8,8.3,7,6.00093457943925
NA,9.1,NA,NA,NA,6,7.6,NA,6.2,8.7,9.4,7.9,7.51178082191781
NA,8.4,NA,NA,NA,NA,7,NA,NA,8.8,NA,9.4,8.61272727272727
5,7,7.2,7.6,8.2,7.4,NA,6.9,5,5.2,7.1,7,7.20588235294118
8.1,8,9.3,8,7.5,7.3,5.5,6.2,9.1,7,9.2,7.2,7.76117647058824
10,5,7.7,7,5.3,7.1,NA,7.1,9,7.8,9,7.8,6.7956043956044
7,8,8.5,7.3,7.7,7,NA,5,7.6,7.2,8.4,8.2,7.88098765432099
7.5,9.2,8.5,7.3,8.6,8.5,7,7.4,7.8,7,8.5,6.8,7.68470588235294
7.1,6.5,9.1,9.5,7.9,9.7,7,6.2,8.4,7,9.2,6,6.76363636363636
7.5,8.9,7.9,6.7,8.3,5,NA,6.3,5,7.3,7,7.6,6.99294117647059
9.5,6.5,8.3,6.2,8.1,6.4,NA,6.8,7.3,9.1,9,7.3,7.32289156626506
7,7.6,8.8,5.8,7.8,7,NA,8.7,6.5,6.4,9.6,8.5,7.15058823529412
5.1,5.4,8.6,5.1,8.7,5.6,NA,8.2,6.8,5.1,7.9,6.9,6.6183908045977
7,7.1,9.5,6.7,7.3,9.2,NA,5.4,6.5,5,8.1,8.4,6.82183908045977
5.8,6.7,NA,NA,NA,NA,NA,NA,7.4,5.2,8.1,8.2,5.25628865979381
NA,5.7,NA,NA,NA,NA,NA,7,7.3,8.4,8.2,9.2,7.80732394366197
NA,8.1,NA,NA,NA,NA,5.1,NA,NA,7,NA,9.5,7.02181818181818
7.3,7.2,7,8.3,7,8.5,7,6.8,9,8.1,8.7,5.7,6.92916666666667
7,7,8,7,8.6,7,5.3,5.9,7.2,5.1,8.1,7.7,7.86987951807229
5,5,7.8,5,6.7,5,NA,7.8,7.1,5.4,8.5,5.3,7.01325301204819
6.1,7,7.5,8.1,7.4,8.1,NA,6.8,7.5,7,7.6,8,7.62068965517241
NA,8.8,NA,NA,NA,NA,NA,7.1,8.7,7.3,8.8,7,8.30788732394366
7.3,7.3,9.3,7.5,7.5,7.3,NA,8.1,8.7,7.1,9,7.5,6.10151515151515
NA,8.1,NA,NA,NA,NA,8,NA,NA,7.2,NA,9.2,7.67575757575757
NA,7.5,NA,8.7,NA,8.1,NA,5,5,5,7.9,7,6.38795180722892
5.2,5,7,7.2,7.7,8.1,NA,5.7,7.2,7.1,8,6.3,6.66989247311828
9.5,6.3,8.4,7.8,8.2,6.7,NA,7.8,7.2,7,8.3,5.2,7.05411764705882
8.3,7.1,7.4,9.4,8.3,6,NA,8.8,6.6,7.3,8.6,9,7.56867469879518
7.4,7,8.4,8.7,9.1,8.8,NA,8.2,8.8,5.4,8.7,7.1,7.37710843373494
8.7,8.5,7.7,8.2,7.2,8.4,NA,6,8.1,6.1,8.3,5.8,7.3641975308642
NA,7,NA,NA,NA,NA,4,NA,NA,7,NA,6,5.69149425287356
5.8,7.2,9.3,7.8,8.2,7.2,6.4,5.5,8,7,9.2,7.8,7.72068965517241
8.2,5,8.9,7.4,8.1,7.9,NA,5.7,8.3,6.3,7.7,8.5,5.94392523364486
5.1,6.6,6.2,5,8,7.5,6,6,7.1,7,7.9,6.3,7.26746987951807
7,7.8,8.8,7,9.1,6.1,NA,6.6,7,6.3,7.2,7.3,7.72289156626506
7.3,8.1,10,8.5,8.5,8.7,NA,6.7,9.2,5.8,9.4,7.8,7.65747126436782
6,7.2,8.6,7.4,7.6,9.8,NA,6.2,7.7,5,8.9,7.4,4.60412213740458
9,9.7,9,8.5,8.6,8.9,NA,8,9.2,9.9,9.8,9.3,8.91851851851852
8.2,6.4,6.2,5.4,6.7,7.1,5.1,6.6,6.4,5,5.6,5.5,7.25057471264368
NA,5,NA,7.2,NA,5.4,NA,8.5,5.1,5.1,8,6.3,6.93733333333333
NA,5.1,NA,7,NA,7.8,NA,5.9,8.9,8,7.4,6.8,6.76477272727273
9.8,9.1,7.6,10,10,10,8.5,9.2,9.2,8.5,8.7,10,8.85058823529412
7.3,9.7,9.5,9.6,9.4,9.5,NA,8.4,9.5,8.2,9,9,8.74819277108434
9.3,8.3,9.3,9.6,9.1,9.8,NA,7,8.8,8.5,9.4,9.2,8.53333333333333
NA,5,8.5,8.1,5,7,NA,7.2,6.1,5,9.3,7.2,5.82921348314607
9.3,9.5,9.7,9.8,8.9,9.4,NA,7.2,8,7.2,9.2,8.4,8.41111111111111
NA,8.2,NA,NA,NA,NA,5.1,NA,NA,NA,NA,8.1,4.38133333333333
7.3,7,8.3,5.6,8,8.2,NA,6,6.8,7.7,9.2,8.3,6.40473684210526
5.1,5.4,8.7,9.8,9.3,9.1,NA,8,8.8,7.3,8.8,7,8.26626506024096
6.2,6.8,7.5,8.1,7.2,8,8.6,5.6,8.3,7.3,9,7.2,6.41584158415842
8.1,8.7,7.3,8.1,8,8.5,NA,8.8,7.8,7.4,8.6,9.1,7.75679012345679
8,9.2,8.3,10,7.1,7.5,NA,5.1,7.3,6.3,7.4,6.6,6.50060606060606
7,8.2,7.6,8.3,7.8,9.7,NA,7,8.4,7.5,9.1,7.9,5.96082474226804
6.8,7.6,8.8,7.3,8,7.8,NA,6.9,8.9,5,8.4,8.5,6.453125
6,7.2,9.3,7.1,7.3,8.1,NA,7,6.3,6.9,8.8,7.1,7.02
7.3,7.1,8.5,8.5,8.2,8.6,NA,7.1,8.4,7.4,8.4,7.5,7.97407407407407
9.3,7.2,6.2,7.1,7.8,8.4,NA,9.4,6.8,8.4,9.2,9.5,7.61185185185185
NA,8.7,8.1,NA,NA,NA,8.7,NA,NA,9.8,NA,7.8,8.16086956521739
7.5,7.5,9.2,9,8.8,9.3,NA,6.9,9.7,5.7,9,7.2,7.89882352941176
6.2,7,7.3,7.6,8.6,8.8,NA,8.7,6,5.5,9.1,8.3,7.14164705882353
5.6,6,7.9,8.8,8.7,9.2,NA,7.3,7,5.7,8.4,7,7.4448275862069
8.7,9.1,8.2,8.1,9.9,8.6,8.3,8.1,8.9,9.1,9.1,7.6,8.80235294117647
6.5,6.8,7.6,9.7,8.6,9.7,NA,9,7.7,7,8.7,8.6,7.24942528735632
7.5,8,8.8,5.4,8.4,8.8,NA,5.4,6.3,7.7,9.3,9.2,7.45238095238095
5.1,NA,7,7,8.8,7.9,6.8,7.4,9,7.9,9.1,7.8,7.54941176470588
10,9.4,8.1,5.3,8,8,NA,6.8,7.1,8.3,9.2,8.3,7.53506172839506
10,9.3,9.6,9.4,9.5,9.9,NA,9.2,8.6,9.9,9.4,9.4,9.08518518518519
7.5,7.2,8.1,7.9,8,7,NA,7.5,8.4,7.1,9.6,7.4,7.44814814814815
6.2,6.2,10,5,7.8,5.8,8,6,5.5,7,5.8,5.1,5.7588785046729
7.3,9.3,9.2,9.3,8.6,9.6,NA,7,7.4,8,9.2,9.1,8.54271604938272
5.6,8,7.7,5.6,7.4,5.6,NA,5.5,8.4,7.8,7,7,6.53296703296703
10,9.7,8,8.3,7,9.4,NA,7.7,8.8,7.4,9.4,7.1,7.98827160493827
6.5,7,8.6,6.1,7.8,5.4,NA,7,7.6,7.3,8.9,7,6.79647058823529
NA,5.6,6.6,7.4,7.5,7.4,NA,5.3,6,7.3,9.1,5,6.11703296703297
5,6.8,8.6,5.6,8,8.3,NA,5.3,7.5,7.5,8.4,5.3,6.95747126436782
5.5,6.4,8.8,7.8,6.8,8.9,NA,7.1,9.3,6,9.4,8.4,7.35975308641975
7.7,7.8,8.1,7.5,8.8,8.8,NA,8.9,8.2,8,8.9,7.5,8.31728395061728
7,8,7.1,5.6,7.9,5.4,NA,5,8.2,6.6,8.9,5,7.21975308641975
7.8,9.7,7.3,9.1,9.8,8.8,8,7.6,9,7.5,9.1,8.9,7.66923076923077
7.2,7.8,8.7,9,8.1,7.6,NA,7.6,7.6,7.6,8.2,7.3,7.91204819277108
7.3,7.5,9,8.3,9.2,7.5,NA,7.3,8.7,7.1,8.8,8.9,8.41358024691358
9.2,8.9,7.6,8.2,9.6,8.7,8,7.9,9.1,NA,9.3,8.9,8.13373493975904
6.4,7.2,7,6.4,7.7,7.4,NA,6.2,7.1,6.4,8.1,7.4,7.47857142857143
7.2,7.1,7.5,5,7.3,7.2,NA,8.4,7,5.6,7.5,7.3,5.32413793103448
NA,5.9,NA,NA,NA,NA,NA,5.8,8.6,5.7,8.7,8.7,7.17333333333333
7,6,6.3,5.1,NA,7.1,NA,NA,5.3,5.1,5.6,NA,6.78378378378378
8,6.2,8.3,7,7.9,7,NA,5.2,8.3,9.2,9,7.1,7.33456790123457
7.3,8,8.6,7.6,7.5,8.1,NA,7.2,6.4,5.8,8.8,7.4,7.19518072289157
NA,9.6,NA,NA,NA,NA,7.2,NA,NA,8.1,NA,8.7,8.07761194029851
5.2,5.7,7.7,5.4,7.5,5.8,7.5,5.4,7,7,8.9,5.3,5.58165137614679
NA,9.4,NA,NA,NA,NA,9.6,NA,NA,8.2,NA,9.5,8.69701492537314
9.3,9.7,7.8,9.8,8.8,9.9,NA,9.7,8.8,7.5,9.3,8.8,8.35903614457831
7.8,9,7.7,9.3,8.6,9.5,NA,9.2,7.6,5.3,8.7,7.9,7.67738095238095
NA,5.9,8.2,NA,NA,NA,5,NA,NA,5,NA,7.7,6.50724637681159
7.8,9.8,7.1,8.4,7.8,9.7,NA,7.8,8.7,7.9,9.1,8.1,7.38953488372093
7,7,7.6,7,8.6,8.3,NA,6.8,7.9,7,8.1,7,7.63294117647059
8.6,7.2,9,7.3,8.9,8.8,NA,7,7.3,5.9,8.5,6.3,7.88024691358025
7.6,7.5,7,8,7.9,7,NA,6.8,7.3,7,7.7,9,7.5710843373494
5.9,5.1,9.3,8.4,8.1,9.4,NA,6.5,8.9,5.5,8.5,8.6,7.9641975308642
6.7,8.9,9.3,7.4,8.3,7,5.1,5.4,7.9,7,9.4,7.4,7.20786516853933
5.5,7.5,7.5,6,7.6,6.6,NA,10,7.1,6.1,8.9,5,7.04516129032258
7,6.2,8.5,5,7.85,5.4,NA,7.2,8.9,8.2,7.9,8.3,6.61789473684211
7.8,7,9.5,5.3,6,7,NA,7.2,5.3,7.1,7.3,8,6.61789473684211
7.4,7.8,9.4,8.7,9.1,9.1,NA,7.4,7.2,7,8.9,7.4,6.64711538461538
5.3,8.3,7.6,7.4,9,7.8,5.8,6,7.9,7.4,7.9,6.3,6.90526315789474
8.3,9.4,9.4,9.6,9.6,9.8,NA,9.9,8.3,8.6,8.5,8.2,8.74938271604938
NA,7,NA,NA,NA,NA,6.6,NA,NA,8.2,NA,8.3,7.63880597014925
6.3,6.6,8.6,7,7.9,7,NA,5,8.1,5.1,8.5,6.1,6.87032967032967
9,7.5,7.8,5.3,8.2,7.6,NA,8.45,6.8,6.8,8.5,8.9,7.03529411764706
8.4,9.2,9.5,6,9.3,8.5,NA,7,7.4,7.7,8.1,7.1,7.56024096385542
NA,NA,NA,7,8.2,5.9,6.3,7.8,7.6,7,7.9,6.4,7.17228915662651
7.2,7,8.3,7.8,8.1,7.8,9.3,7.4,8.2,6.5,9.7,7.6,6.9319587628866
7,5.8,7.3,5.1,7.5,7.2,NA,6.4,7.1,7.3,8,5.6,7.54444444444444
NA,6.9,NA,NA,NA,NA,NA,7.3,7.2,5.1,9,8.6,7.69506849315068
9.5,10,8,6,7.1,6.2,7,5.6,6.3,7.3,8.5,7.2,7.40117647058824
5.6,8.2,9.3,8.6,7.8,8.4,NA,7,7.1,7.5,8.8,5.2,7.26867469879518
5.6,7.9,7,6.6,8.6,6.7,5.2,7.6,7.8,7,7,7.1,6.99550561797753
7.3,8,9,8.6,8,8,NA,6.6,7.3,8.4,9.1,8.3,8.02839506172839
7.6,7,7.7,8.5,7,6,NA,9.1,6.1,8.5,9.2,8.6,7.77951807228916
7,7.5,8.6,8.9,7.9,9.4,NA,7.7,8.2,5.3,8.7,7,7.51481481481482
7,8,7,7.6,9,8.6,NA,7.1,8,5.8,8.7,7.3,7.94024691358025
7.9,7.7,8.9,5.6,9.4,5.9,NA,7.7,8.5,8.6,9.1,8.4,7.99638554216868
7.8,7.5,9.1,7.4,7.9,8.5,NA,7.7,8.9,8.4,9.3,8.6,7.60714285714286
7.4,8.2,9,7,8.3,7.8,NA,7.9,9.3,8.2,9.2,8,7.51927710843374
NA,7.1,NA,NA,NA,NA,7.3,NA,NA,7.5,NA,8.6,5.875
7,9.2,9.3,5.8,8.9,6.1,NA,7.2,8.5,7.3,8.7,7.1,7.94939759036145
7.6,6.7,8.8,5,6.5,7,NA,8,7.2,9.3,8.7,5.4,6.3020202020202
NA,7.7,NA,NA,NA,NA,7.6,NA,NA,8,NA,NA,8.53695652173913
8.2,8.2,7.5,5,7.7,8,NA,7.6,8.2,7.9,9,7.6,7.28433734939759
5.3,6.1,7.3,5,8,5.6,NA,6.2,5.6,5,5.5,6.4,6.79887640449438
8.5,10,8.7,9.4,9.5,9.2,NA,7,7.8,7.7,8.6,8.9,8.35679012345679
7.1,8,10,5.1,7,5.5,7.3,5.2,8.3,5.8,8.9,7.4,6.98620689655172
8,7.1,7.8,5,8.2,5,8.2,7,7.8,7,8.9,8.2,7.10224719101124
NA,7.1,NA,NA,NA,NA,6.3,NA,NA,NA,NA,7.8,7.10243902439024
5,5,7.2,7.8,7.4,8.1,5.3,7,6.7,7.1,7.5,5.9,7.28202247191011
9.5,9.2,8,8.9,9.8,9.8,8.1,8,9.3,8.2,9.1,9.8,8.92470588235294
5,5.6,7.4,7.2,8.3,8.1,NA,6.5,8.4,7,8.9,5.6,7.15764705882353
NA,7.6,NA,NA,NA,NA,5.5,NA,7.1,5.5,8.4,7.6,5.93846153846154
9.5,8.7,8.6,8.7,8.9,9.3,NA,8.4,8.7,8.3,8.8,8,8.84074074074074
NA,5.7,NA,NA,NA,NA,0,NA,NA,5.5,NA,6.2,5.34415584415584
5,5.8,7.6,5.2,8.3,5.8,NA,5.4,9.1,5,8.2,5.6,5.72162162162162
6.5,7.9,9.4,9,9.1,8.4,NA,7.5,8.6,8.3,8.7,7.2,8.20246913580247
7,8.2,8.6,7,7.3,7,NA,6,5.2,5.4,8.5,7.8,6.65666666666667
NA,8.6,NA,NA,NA,NA,7.5,NA,NA,7.8,NA,7.9,8.25272727272727
6.1,7,8.6,7.4,8.3,5.9,5,5.3,7.6,8.3,9,7.2,7.3
5.5,7.5,7.3,7,6.6,7.3,NA,5,8.6,7,9.2,8.3,6.73736263736264
